# drivers,s,efr,repair,duplex rate,MRCA 0,MRCA 1,MRCA 2,MRCA 3,MRCA 4,MRCA 5-300,egfr_c3h_sd_mse,braf_c3h_sd_mse,hras1_c3h_sd_mse,hras0_c3h_sd_mse,MRCA 0 all 4,MRCA 1 all 4,MRCA 2 all 4,MRCA 3 all 4
2,0.4,0.15,0.2,0.05,0.0037379067722075636,0.2868293755496922,0.2328496042216359,0.17260334212840808,0.11510554089709762,0.18887423043095866,0.037150395778364126,0.04776226566758224,0.0,0.1268895599293711,0.14705882352941177,0.14028363357608278,0.16902738432483475,0.17070063694267515
2,0.4,0.15,0.2,0.15,0.02664116401393538,0.294897192431177,0.23205136962907302,0.1633991392854703,0.10629141334790627,0.17671972129243801,0.037948630370926995,0.034317206575393,0.0,0.10341471425419227,0.1794871794871795,0.14454482279360667,0.16043567853988813,0.17851170568561872
2,0.4,0.15,0.3,0.05,0.004209344745334643,0.2931107057668023,0.23768766661989618,0.16907534727094148,0.1104251438192788,0.1854917917777466,0.032312333380103836,0.040399275098618175,0.0,0.1261176073254098,0.13333333333333333,0.1527046433700335,0.1847697756788666,0.17427385892116182
2,0.4,0.15,0.3,0.15,0.031244820155809712,0.2916459472899055,0.23628377258412067,0.1596220785678767,0.10707773910160782,0.1741256423006796,0.033716227415879346,0.034481564239615674,0.0,0.0987551798441903,0.1724137931034483,0.15942028985507245,0.18169063486495968,0.17497403946002077
2,0.4,0.15,0.4,0.05,0.00875558867362146,0.2995529061102832,0.23640089418777943,0.169150521609538,0.10916542473919523,0.1769746646795827,0.03359910581222059,0.03562843131815174,0.0,0.1215892237149604,0.23404255319148937,0.15485074626865672,0.18518518518518517,0.17731277533039647
2,0.4,0.15,0.4,0.15,0.03989556135770235,0.2876240208877285,0.24302872062663186,0.1608355091383812,0.10360313315926893,0.1650130548302872,0.026971279373368157,0.03850094108633981,0.0,0.09010831226121095,0.15706806282722513,0.15250544662309368,0.1787709497206704,0.18181818181818182
2,0.4,0.15,0.5,0.05,0.010880566801619434,0.3092105263157895,0.23355263157894737,0.16700404858299595,0.10804655870445344,0.17130566801619435,0.036447368421052645,0.029079741784532334,0.0,0.1193251694407195,0.16279069767441862,0.16039279869067102,0.18526543878656554,0.1590909090909091
2,0.4,0.15,0.5,0.15,0.04786528772208963,0.3023070803500398,0.22951471758154335,0.16070007955449483,0.10196234420578096,0.15765049058605143,0.04048528241845667,0.027231098018669082,0.0,0.0821376958062359,0.10803324099722991,0.15570175438596492,0.1733102253032929,0.17574257425742573
2,0.4,0.15,0.6,0.05,0.015071854188573432,0.3284262180161234,0.231335436382755,0.15702769015071855,0.1023484051875219,0.16579039607430773,0.03866456361724502,0.017027690150718533,0.0,0.11492814581142657,0.09302325581395349,0.17822838847385272,0.22121212121212122,0.22321428571428573
2,0.4,0.15,0.6,0.15,0.06805133400878081,0.3032759202971969,0.2259371833839919,0.15130023640661938,0.09642012833502195,0.15501519756838905,0.04406281661600811,0.0201839090552647,0.0,0.06194866599121919,0.1315136476426799,0.17037861915367483,0.187593423019432,0.1953125
2,0.4,0.25,0.2,0.05,0.003793825222396651,0.24424385138670854,0.23809523809523808,0.1770015698587127,0.12676609105180534,0.21009942438513868,0.031904761904761936,0.08973629242628169,0.0,0.1273461893016656,0.06896551724137931,0.13604713444027852,0.15879120879120878,0.16999260901699925
2,0.4,0.25,0.2,0.15,0.026466935734244024,0.2545793231915554,0.2326140950015523,0.17285004656938838,0.11813101521266688,0.195358584290593,0.03738590499844771,0.07479890791380042,0.0,0.1043274608772427,0.15249266862170088,0.13628048780487806,0.16149482816149482,0.163897620116749
2,0.4,0.25,0.3,0.05,0.004193927193423922,0.25499077336017445,0.24308002013085053,0.17950008387854388,0.11977856064418722,0.19845663479282,0.026919979869149485,0.0784908531233481,0.0,0.12730837060572162,0.08,0.1401315789473684,0.16080055210489994,0.18037383177570093
2,0.4,0.25,0.3,0.15,0.030191527502594583,0.2606849702802151,0.2392678554580621,0.16756297763939995,0.11302953108783848,0.1892631380318898,0.030732144541937928,0.0660590358180232,0.0,0.10009460431531461,0.14375,0.15273253709735796,0.16443217665615142,0.17905405405405406
2,0.4,0.25,0.4,0.05,0.00820217246730215,0.27244513411660387,0.23985812458434938,0.17756594990024385,0.11749057858567945,0.1844380403458213,0.030141875415650637,0.06079139944962518,0.0,0.12305800822206854,0.16216216216216217,0.14239218877135884,0.16173752310536044,0.16604244694132334
2,0.4,0.25,0.4,0.15,0.038037682189832916,0.2676857447564877,0.243275269581704,0.16637042303590474,0.11186159497570802,0.1727692854603626,0.02672473041829601,0.05858481469438927,0.0,0.09218270004005395,0.14641744548286603,0.14918105356352368,0.16658548465660009,0.18304843304843305
2,0.4,0.25,0.5,0.05,0.009656004828002414,0.28394689197344597,0.23506336753168378,0.17260108630054316,0.11587205793602896,0.1828605914302957,0.03493663246831624,0.048692491642544605,0.0,0.12100191961250663,0.0625,0.14558979808714134,0.17329910141206675,0.16783216783216784
